summary,text
顧客は、会社のスタッフとサービスについて不満を言っています。エージェントは、さらなる支援のために顧客を DM に更新しました。,顧客: 史上最悪の会社に違いない!彼らは完全に坂道を下ってしまいました。ばかげています。エージェント: こんにちは。ここで何かお手伝いできることはありますか? -Jack Customer: 疑ってください。あなたが本当にできる唯一のことは、失礼の少ないスタッフを募集することです。役に立たない？カスタマー サービスが悪化していることを誓います :( エージェント: さらに話し合いをご希望の場合は、問題を DM でお知らせください。ログに記録させていただきます. 「以前は問題がなかったのに、レシピを持っていません。だから今、私は欲しくないおもちゃで立ち往生しています」 ? 顧客: 踊るピーカブーとしゃべるヘイ ダギーの 2 つでした. 娘のために持ってきたのですが、店舗での購入でした. エージェント: 商品は現金またはカードで持ってきましたか?私の娘エージェント: おもちゃが私たちから購入されたことを示すために購入証明が必要ですが、これは常に領収書である必要はありません. 電子領収書や銀行取引明細書でもかまいません. - ケイティ
顧客は、6 人の家族の航空券で名前を修正することを要求しています。エージェントは、問題がそれぞれのチームにエスカレートされており、それに応じて名前を修正すると述べています。,顧客: 6 人の家族の名義変更のケース 00206044 を解決してください。親切に助けてください。エージェント: こんにちは、チェックイン後の変更はできません。確認のため、出発日にドキュメントチェックカウンターに近づくだけです。ありがとう -PR お客様: フライトは明日 2017 年 10 月 30 日のプネーからデリーです。助けてください。エージェント: こんにちは、私たちのチームが名前の修正を進める前に、EHHD7S の予約の保留中の金額をクリアしてください。ありがとう - Khairul 顧客: 保留中の金額と、それをクリアする方法を教えてください。エージェントに感謝します: こんにちは Baadshah、あなたのケースを確認しましたが、「NAEEM BASHID KHAN」の ID コピーが見つかりませんでした。 &gt;&gt;エージェント: さらにサポートが必要な場合は、乗客 ID のコピーをご提供ください。 Thanks-Sha 顧客: 新しいケース番号 00210959 を作成しました。この番号には、NAEEM BASHID KHAN の添付ファイルが含まれています。担当者: こんにちは、AirAsia アカウントにログインして、追加された食事による保留中の金額をクリアすることができます。名義変更について ＞＞エージェント: &gt;&gt;修正を進めるために、それぞれのチームにエスカレートされました。修正された旅程表はすぐに届きます。顧客: エスカレートしていただきありがとうございます。ID 00206044 00174812 00210959 を含むケース番号である、明日のフライトの名前変更リクエストについてサポートをお願いします。エージェント: こんにちは。それに応じて名前を修正しました。メールボックスをご確認ください。 Thanks-Sha お客様: 大変お世話になりました。チームと努力に感謝します:-)
料金を支払った後でも、特定のチャンネルが削除されていることについてお客様から苦情が寄せられています。エージェントは、請求オフィスが現在閉鎖されていると述べており、翌朝に連絡するように要求しています。,顧客: どうやってあなたにお金を払って私の手数料を上げ、私の母が実際に見ている 1 つのチャンネルを奪ったのですか?!私の契約ももうすぐ終わります. エージェント: 私たちはあなたが行くのを見たくありません.どのチャンネルを指していますか？私たちに知らせてください、私たちは助けたいです。 ^JRA 顧客: チャンネルが削除された理由についての情報を受け取りましたが、請求額を増額しました。250 ドルを支払うことになりました。ありがとうございました。エージェント: 契約は切れましたか?顧客: エージェント: この問題について誰かと話しましたか?顧客: いいえ エージェント: 了解しました。あなたはたまたまそのアカウントで承認されていますか? ^JRA 顧客: はい、私はエージェントです。私たちの請求オフィスは現在閉鎖されていますが、午前中に使用するためのリンクを作成できますか?顧客: ありがとうございます。
顧客は、報告してブロックした後でも、Outlook の受信トレイでスパムが増加していると不満を漏らしています。エージェントは、電子メール スパムを管理する別の方法を確認できる URL を提供します。,顧客: どれだけ報告またはブロックしても、Outlook の受信トレイに届くスパムが増えています。エージェント: こんにちは、ラケル。これを確認しましょう。 Outlook アプリを使用していますか、それとも Web ブラウザーを使用していますか?顧客: ウェブ ブラウザ エージェント: 情報ありがとうございます。迷惑メール フィルターの保護レベルを変更することをお勧めします。 エージェント: こんにちは、ラクエル。あなたのケースのフォローアップをしているだけです。まだスパムの問題が発生していますか?エージェント: こんにちは、ラケル。サポートを改善する方法について、こちらからお知らせください: ありがとうございます!顧客: はい、そうです。やってみた＆スパムの設定が見つかりませんでした。また、迷惑メール フォルダに正当な電子メールが届きます。エージェント: メール スパムを管理する別の方法については、このリンクを確認してください。エージェント: どのようにうまくいきましたか?問題が解決したかどうかを確認するためにフォローアップしますか?エージェント: 私たちとの経験について、ぜひお聞かせください!こちらからお知らせください:
ゲームでサプライ ドロップを開くことができないと、お客様から苦情が寄せられています。エージェントは問題のビデオを要求しており、ルーターとコンソールのプラグを 10 分間外すことを提案しています。,お客様： 。グランドスラムは終わったけど、サプライドロップが開けない！助けてください！エージェント: こんにちは！サプライドロップの問題を抱えていることを読んで申し訳ありませんか?表示される正確なエラーはどれですか? ^DS 顧客: グランドスラム スペシャル契約を終えたところです。しかし、それは何の報酬も示していません。顧客: エラーコードは表示されません エージェント: なるほど。プラットフォームと PSN ID を教えてもらえますか? ^DS 顧客: PS4 - Noxi_Gunner 顧客: アカウントで使用されている電子メールは __email__ エージェント: 差し支えなければ、発生している問題のビデオを提供していただけますか? ^JP お客様: エージェント: コンソールとルーターのプラグを 10 分間外してください。その後、報酬を得るためにさらに 5 ～ 10 の完全なマッチをプレイします。 ^JW 顧客: わかりました、ありがとうございます エージェント: 結果をお知らせください。 ^JW お客様: わかりました;) お客様: ルーターと PS4 を 30 分間再起動しました。 15 ゲームをプレイした。闇市で9回勝っても何も出ない 客：10時間経っても変わらない！この問題はいつ修正されるのだろうか？客：今朝確認しました。最後にロードされます。君たちありがとう
座席を失ったという顧客の苦情。エージェントは、購入の領収書番号を共有するよう顧客に通知します。,顧客: 今日は tri-fecta で。メンテナンスの遅れにより、飛行機に乗り遅れたり、座席を失ったり、チャイルド シートを破損したりします。ありがとう ！エージェント: ああ、ロブ！何かお手伝いが必要ですか？ *HDG のお客様: 支払った C+ シートと、購入しなければならなかった新しいシートを失ったことに対する払い戻しです。エージェント: そのロブについては申し訳ありません。どの旅程を参照していますか?見てみます。 *HNW カスタマー: TICKET # 0062393864417 エージェント: ロブ、あなたが購入した DC+ シートの購入レシートを見ることができません。これがどのフライトのものだったのかを明確にしていただけませんか？もしよろしければ、購入の006レシート番号をお知らせください。ありがとう。 *HFG のお客様: 特典航空券でしたが、両方のフライトで 4 つの C+ シートに追加料金を支払う必要がありました。エージェント: わかりました。受付番号は006から始まりますが、お持ちですか？ DC+ の購入後に電子メールで送信されます。 *HFG
顧客は、それが非常に短い販売であったと不平を言います。技術的な販売があるという通知を受け取りました。ドローンは 349 ドルで含まれていましたが、翌朝には 499 ドルになっていて、オフィスに財布を忘れたため購入できませんでした。前日。エージェントは、利用規約に記載されているように、ドローンのカタログ番号を提供するように要求されているように、価格が変更される可能性があることをお詫びします。そうすれば、より適切なアドバイスを得ることができ、将来、製品を次の日に予約できることを提案できます。,顧客: それは非常に短いセールです üòû エージェント: こんにちは。 - Emily Customer: 確かに、でも店が閉まっている午後 9 時に、午前 9 時までに価格を変更するだけでよいというメールが届くとは?どうやって買うつもりだったの？エージェント: こんにちは、ドローンのカタログ番号を教えていただけますでしょうか。より適切なアドバイスをさせていただきます - カール カスタマー: こんにちは、634/9772.昨夜の 9:20/30 に、技術セールを行ったという通知を受け取りました。このドローンは 349 ポンドで含まれていましたが、今朝までに 499 ポンドになりました。エージェント: こんにちは、通知が遅れて申し訳ありません。セールは 3 日間行われていました。 (1/2) エージェント: (2/2) 将来的には、翌日に製品を元に戻すことができます。価格を尊重します。そうしないと、オンラインで購入できた可能性があります - カールの顧客: 残念ながら、できませんでした。仕事で財布を忘れてオンラインで購入し、今朝一番に行った。予約することは考えていませんでした。しかたがない。
お客様は、曲を再生するたびにアンインストールされ、再インストールを余儀なくされると言っています。エージェントは、会話をピックアップする DM で回答するよう求めます。,顧客: 曲を再生するたびにアンインストールされ、強制的に再インストールされ、再びアンインストールされます。エージェント: お手伝いしたいと思います。ミュージック アプリで曲を再生していますか?また、使用しているデバイスとソフトウェアのバージョンは?顧客: はい、最新のアップデートを適用した iPhone 7 を使用しています エージェント: 詳細をありがとうございます。確認のために、アンインストールするのは曲ですか、それともアプリですか?顧客: 特定の曲、実際には多くの曲 エージェント: これらの曲は Apple Music からダウンロードされたものですか?顧客: はい、アプリから直接エージェント: オフラインで聞くためにダウンロードしましたか?もしそうなら、あなたは Wi-Fi またはセルラーを使用していましたか?答えはDMでお知らせください。そこで会話を始めます。
お客様は、より早いフライトを利用するかどうか、料金を支払う必要があるかどうかを知りたがっており、Skypriority のお客様であることを伝えています。エージェントは、確認番号がデルタ予約を見つけられず、空港カウンターが請求を処理する必要があるため、空港に行くように更新します。,客：こんにちは！明日（Sea-Lax）のフライトは午後 2 時です。早い便に乗れますか？支払う必要がありますか?私はスカイプライオリティのお客様です。エージェント: こんにちはマックス。確認番号をフォロー/DMしていただければ、喜んで拝見いたします。 *ACJ のお客様: 完了です。エージェント: マックス、その確認番号ではデルタ航空の予約が見つかりません。私たちのものは、F、G、H、または J で始まります。 *ACJ のお客様: これは Aerom√©xico から予約したものです。空港のカウンターに行って頼めばいいの？エージェント: はい、Aerom√©xico チケットの場合は、変更を処理する必要があります。 *ACJ 顧客: Conf DM を送信してください。顧客: わかりましたか?
spotfy music アプリで音楽を再生できないとお客様から苦情がありました。エージェントは、そのアプリをシークレット モードで開くようお客様に依頼しましたが、問題は解決しました。,顧客: WTF は進行中です。 顧客: デスクトップ レコーディング ソフトウェアがあれば、お見せしたいと思います。顧客: 面白いことに、これは「曲」の下でのみ発生します。プレイリストの曲をクリックすると、正しい曲が再生されます。エージェント: シメオンよ！お使いのブラウザとそのバージョンを教えていただけますか？何を提案できるか見てみましょう /AP 顧客: Google Chrome.バージョン 61.0.3163.100。最新バージョン。顧客: PS これは今日起き始めたばかりです。昨日、Spotify を使用したとき、この問題は発生しませんでした。エージェント: 分かった。シークレット ウィンドウを使用しても同じことが起こりますか? /AP お客様: シークレット ウィンドウが何かわかりません。とにかく、私はすでにその夜、コンピューターの電源を切りました。まだこれが行われている場合は、明日お知らせします... 顧客: ...シークレット ウィンドウで。エージェント: Ctrl+Shift+N を押して、シークレット ウィンドウを開くことができます。キャッシュされたデータ/Cookie がプロセスを妨害するのを防ぐのに役立ちます。お知らせください！ /AP 顧客: 何か変更があれば、明日お知らせします。エージェント: 計画のようですね!あなたの更新をお待ちしています。おやすみなさいüôÇ /AP 顧客: ええと、今はうまくいっているようです。現在、正しい曲を再生しています。私は自分のコンピュータをシャットダウンして、オンに戻すと修正されました。エージェント: すごい！それが機能していると聞いてうれしいです。他にご不明な点がございましたら、お気軽にお問い合わせください。 üôÇ/AU
フライトの予約時に名前を入力する方法と、フライトを変更する際の追加料金についてお客様から問い合わせがありました。代理店は、フライトの変更手数料と運賃の差額が請求されると述べており、出発予定時刻の 48 時間前までに変更を行うことを提案しています。,顧客: 名前は大文字でなければなりませんか?エージェント: こんにちは、名前の修正は既に行われています。改訂された旅程については、電子メールを参照してください。ありがとう - Ed 顧客: ありがとう..名前はすべて大文字でなければならないということを教えてもらえますか?エージェント: 小文字でも大文字でも問題ありません。スペルが正しい限り、問題ありません..=) .Thanks-Emir 顧客: フライト料金を変更したい場合は、いくらになるか教えていただけますか?エージェント: AirAsia プロファイルの [予約の管理] に移動して、変更を介してフライトの日付と時刻を変更できますが、&gt;&gt;エージェント: &gt;&gt;フライト変更手数料と運賃差額（新しい運賃の方が高い場合）が請求されます。 &gt;&gt; のみ可能です。エージェント: &gt;&gt;予定時刻の出発の 48 時間前までに変更を行ってください。 -ジミー
顧客は、店舗の早期閉店と顧客の断りについて不満を漏らしています。エージェントは、店の掃除に時間がかかるためだと述べており、コメントは店の管理者に渡されます。,顧客: なぜメリルボーン駅は駅が閉まる前に閉まるのですか? 8 分間で 22 人の潜在顧客。彼の嬉しそうな顔がすべてを物語っている エージェント: やあ、ロブ。駅が閉まる前に、翌日のために店を掃除して整理するのに十分な時間を確保する必要があります!顧客: そのとおりですが、他の人が買い物をしているときにスタッフが顧客を断り始めたときとは関係ありません。その店の正式な開店時間を教えてください。エージェント: 店は午後 11 時に閉まります。顧客: で開きますか?エージェント: 月～金は午前 7 時、土日は午前 8 時。顧客: これは見直す必要があります。スタッフは助けになり、後でドアを開けようとしますが、一貫性のないエクスペリエンスを顧客に残します。 顧客: 全体的な顧客満足度を破壊します。エージェントに頼ることができるように、後で開いたままにし、一貫性を保つ方がはるかに良いです。あなたのコメントは、店舗管理チームのロブに伝えられます.顧客: 8 時間という時間は、その規模の店舗の清掃と仕分けに必要な時間よりもはるかに長いため、改善の余地があります。顧客: ありがとう。ストアのレビューを行う際は、メリルボーン発の電車の時刻表が金曜日と金曜日に遅れて運行されることにも注意してください。土曜日の夜。
顧客は、携帯電話からチケットを予約できないと不満を漏らしています。エージェントは、デバイスからキャッシュ/Cookie をクリアして試してみることを提案します。,顧客: こんにちは、チケットの予約に問題があります。電話で受け取った安全なコードで支払いを確認したい場合、Enter キーを押してトランザクションを終了しますが、何も起こらず、[送信] ボタンもありません。エージェント: コードを受け取った理由がわかりません、モナ。カード発行会社からですか？別のデバイスで予約しようとしましたか? ^Julie 顧客: はい。携帯電話を使用してアクセスしようとしましたが、機能しません。エージェント: モナさん、この問題で申し訳ありません。キャッシュを空にするか、一時インターネット ファイルを削除しようとしましたか?^Corry 顧客: はい。まだ何もありません :( エージェント: 申し訳ありません、Mona。別のデバイスまたはブラウザを使用することをお勧めします。カード発行会社からもアドバイスが得られるかもしれません。^Julie お客様: やっと解決しました! 解決すべき問題は 1 つだけです。私の名前は Mona-Andreea ですが、ウェブサイトの私の名前からダッシュが抜けていて、この Monaandreea のようになっています. どうすれば私の名前を変更できますか? 1/2 エージェント: 詳細はここにダッシュを追加してください. これは業界全体の標準であるため、旅行には影響しません. ^キット 2/2 顧客: ありがとう、ジュリー、あなたの平和のためのコリーとキット!あなたと一緒に飛ぶのが待ちきれません:)
顧客は電車が遅れたと不平を言っています。エージェントは、約 30 分以上遅延した場合、遅延の払い戻しを請求できると更新しました。,顧客: WoT で 3 本の列車が運休しましたが、これほど多くの高速列車が通過するのを見たことがありません。私たちの何人かを立ち往生させて信頼性を修正しますか？エージェント: こんにちは、ウィンブルドン地区での脱線とフックでの列車の故障により、今朝の遅延についてお詫び申し上げます。 ^JH お客様: WoT で止まらなかった列車はどうですか?誰がこの決定を下すのか、それが脱線や故障した列車ではなかったことを確認してください!エージェント: こんにちは、サルスティアーノ、このページは、他の場所でのインシデントがより大きな問題を引き起こす可能性がある理由を説明するのに役立ちます &gt; ^MB お客様: 電車が通り過ぎるのを見るよりも、ゆっくりした電車の方がいいです。顧客: わかりましたが、ノック オン効果は、通勤者を助けるというよりも、SWR への影響を最小限に抑えることに向けられているようです。顧客: この日の遅延返済を受け取ることができるかどうか、それとも 1 日のノルマを満たしているのに遅延列車が十分になく、私たちに支払う必要があるかどうか疑問に思っています エージェント: はい、遅延返済を請求する資格があります &gt; ^MB 顧客: 遅延した列車に乗ったことを主張する必要がありますか?それとも、チケットを更新する際に補償する必要がありますか?今日の時間厳守率はどうでしたか エージェント: こんにちは、サルスティアーノ、30 分以上遅れた場合は、ここで遅延返済を請求できます: ^JH
顧客は、列車の遅延のために荷物用コーチ b にマフラーを置き忘れてしまい、そのマフラーを取り戻すように求めています。エージェントは、グラスゴーで待っていれば、列車のマネージャーがそのスカーフを手に入れると述べています。,"顧客: こんにちは。遅延のため、ランカスターのグラスゴー行きの列車に乗り換えなければなりませんでした。新しい青いスカーフを頭上に置き、手荷物コーチ b の近くに置きました。 (15:53 プレストン列車) 5 分遅れてグラスゴーに向かいます。プレゼントでした！エージェント: 申し訳ありませんが、あなたが乗っていたコーチ/座席についてもう少し情報を提供していただけますか? 顧客: 素晴らしいです。コーチの荷物ラックの上にあります。 b. (小さい方の数字に最も近い) それは明るい青色の厚いウールのスカーフです. 電車はプレストンを 15:53 に出発し、グラスゴー中心部に向かいます. 私はその後ろ (14:41 から GCC へ) に乗っており、私のものと交換する必要がありましたエージェント: 1/2 問題ありません Niico、Glc 前から 15:53 の列車は運行していないので、サービスの時間を再確認できますか エージェント: 2/2 でも運行していますa 14:53, これでしたか? ^HP 顧客: 笑. はい、申し訳ありません. :) エージェント: 心配いりません Niico, 今、列車の管理者にメッセージを受け取ります。更新 ^HP お客様: あなたはスーパースターです!大変感謝しています エージェント: 問題ありません、Niico、これをグラスゴーに提出するように依頼しました。 TM が確認したら、折り返しご連絡します :) エージェント: 1/2 こんにちは、ニコ、これは H&M のスカーフでしたか?もしそうなら、TM がこれを持っており、グラスゴーでそれを渡してくれますüòä エージェント: 電車の 2/2 を数分進んでいますが、グラスゴーで待っていれば、彼は歩いて降りてきますあなたのためにこれをもたらすプラットフォーム:) 顧客: ああ、これは素晴らしいです!!はい、H&Mのマフラーです。大変お世話になりました xx エージェント: まったく問題ありません、Niico、お手伝いできてうれしいです üòä 残りの週末をお楽しみください ^HP"
お客様は、ルーター接続がオフラインまたはダウンするという問題に直面しています。エージェントは、スケジュールを引き上げることについて顧客に通知します。,顧客: ルーターがオンラインにならないのはなぜですか?????????私のためにそれを答えてください。この時点では意味がありません。すでに少なくとも 1 日に 1 回は接続が切断されており、現在はしばらくオフラインになっています。私を啓発します。エージェント: こんばんは！貴社のインターネット サービスのお手伝いをさせていただきたいと思います。いつDMで電話番号と住所を教えてチャットできますか？ ^DT 顧客: 完了しました。エージェント: ご回答ありがとうございます。ここ数日間、モデムとの接続が断続的だったようです。これには、問題に対処するためのサービス予約が必要です。一般的な空席状況をお送りください... 顧客: もう一度やり直しましたエージェント: 最適な折り返し電話番号をお待ちしておりますので、ご予約をお取りいたします。 ^JH エージェント: DM で最適なコール アヘッド番号をお知らせください。 ^JH 顧客: 終了しました エージェント: ありがとうございます。今、スケジュールを調整しています。 ^JH お客様: わかりました、教えてください
アルバムの並べ替えとフィルタリングに問題があるお客様。エージェントは、ソートとフィルタリングの情報を持つ URL を送信しました。,顧客: いつアルバムを長さとリリース日で並べ替えることができるようになるのか、EP/新しいリリースにすばやくアクセスしたい エージェント: おい!並べ替えとフィルタリングに関する情報は次のとおりです: お客様: 迅速にご連絡いただきありがとうございますが、ご提案はあまり役に立ちませんでした。私はすでに Release Radar を使用しており、[1/2] 顧客: 私は Release Radar が大好きですが、既に保存したアルバムをアルバムの長さとリリース日で並べ替えたいだけです。 [2/2] 顧客: プレミアム ユーザーにとっては、アルバムをメタ プレイリストのようなものに手動で整理するのが良いかもしれません。[3/2] 顧客: 自分のアルバムを検索したい場合、本当に便利ですエージェント: 残念ながら、これは現在不可能です。それを実現するために、/AR で同様のアイデアに投票してください。 お客様: ありがとうございます。エージェント: どういたしまして！他に何か必要なことがありましたら、どうぞ... üôÇ /AR
顧客は、ps3 で購入したゲームをプレイできないと不満を漏らしており、ライセンスを更新する必要があり、ps ストアがメンテナンス中であると述べています。担当者は従うべき詳細をいくつか提供し、詳細な手順については DM を確認するよう依頼しました。,顧客: PS3 で購入した DL ゲームをプレイしようとしていますが、メンテナンス中のストアでライセンスを更新する必要があると表示されています。エージェント: お手伝いします！ネットワーク デバイスの電源を入れ直してから、もう一度お試しください: † 顧客: 実行しました。インターネットを検索することはできますが、PS ストアではメンテナンス中であると表示されています。アップデート後に ps3 が台無しになっているのでしょうか。エージェント: 明確にしていただきありがとうございます。 . PS3 システムを非アクティブ化して再アクティブ化することをお勧めします。詳細については、こちらをご覧ください: お客様: PlayStation ストアにはまだアクセスできません。他のゲームはプレイできますが、システムで PS1 ゲームをプレイすることはできません。顧客: 感謝しますエージェント: こんにちは！ PS3 で利用できる PS1 および PS2 ゲームは、次のリンクで見つけることができます: 顧客: はい、でも、システムにゲームをダウンロードしましたが、ps ストアがシステムで動作していないため、ゲームをプレイできません。これが問題です。エージェント: でメインメニューはPSN>に行ってください。 PS Storeから削除してから、再インストールしてください。顧客: うまくいきました、ありがとう エージェント: どういたしまして!いつでも返信してください カスタマー: PS ストアは持っていますが、ケイン ソウル リーバーの遺産があります。再生できませんが、ストアにあり、ライセンスを更新する必要があると表示されています エージェント: 調べてみましょう。私たちをフォローしていることを確認してください。ダイレクトメッセージを介してより適切にサポートできます。顧客: わかりました。エージェント: どういたしまして。フォローしてくれてありがとう。詳細については、DM を確認してください。
顧客は、広告のポップアップとフリーズについて不満を述べており、ショーを再起動し、広告が正しく再生され、10 回中 9 回は再びフリーズします。エージェントは、既知の問題に対処しているときはいつでも対応できると更新しますが、説明した内容はこのカテゴリには当てはまらず、トラブルシューティングを試したかどうか尋ねます。,顧客: ショーの最中にうんざりしていて、広告がポップアップして再生され、1 秒間フリーズするので、ショーを再開する必要があります。次回は広告が正しく再生されることを期待しています。10 回のうち 9 回は再びフリーズします。エージェント: それはイライラしますよね!これはどのデバイスで発生していますか?出発点として、次のことを試してください。 お客様: PC お客様: 100% 私の側ではありません。 エージェント: わかった!別のブラウザを使用して、キャッシュをクリアしてみてください: お客様: Chrome からすべてを削除しても、Firefox に切り替えたのと同じことが起こります エージェント: 同様のレポートを受け取っていないので、詳しく調べたいと思います見る！ここに電話/チャットしてください: 顧客: ああ、本当にリストはどんどん増えていきます 顧客: 顧客: 少しでも似ていますか?ちょっとだけかな？エージェント: (1/2) Google Pixel 広告の問題を調査しています。セットアップはそれぞれ異なるため、通常はケースバイケースでトラブルシューティングを行います。エージェント: (2/2) 以前にお送りした手順で問題が解決しなかった場合は、次の手順をお試しください: とお客様: でも、広告がフリーズする問題を最初に経験したのは私だと思いますか? 「同様の報告は受けていないので、詳しく調べたいと思います!」エージェント: 既知の問題に対処するとき、私たちは常にそれを自認していますが、あなたが説明したことはそのカテゴリには当てはまりません. 1/2 エージェント: あなたに影響を与えている特定の広告はありますか、それとも全体的なものですか?トラブルシューティングを試す機会はありましたか?
お客様は、問題を解決するための支援を求めています。エージェントは、彼の DM に返信したと言っています。,顧客: こんにちは!!!だれかいませんか！！！寝てますか！！私は深刻な問題を抱えており、あなたは私のツイートや DM を無視しています。 !エージェント: こんにちは。 DMを拝見し、返信いたしました。お手伝いできることを楽しみにしています。 ^BV 顧客: 何世紀にもわたって!!私はあなたに返信しました！顧客: 私が保証できることは、あなたの SLA がひどいことです!誰も助けていない！ !エージェント: こんにちは！ DMにはお返事しましたので、よろしくお願いします。 ^ES お客様: ええと、あなたの DM に返信しました!誰かが私に返信してくれるまで、さらに 7 時間待たなくて済むようにしたいです。 !エージェント: 大変お待たせいたしました！これがイライラする可能性があることはわかっています。 DMに再度返信しました。 ^ES 顧客: ええ、そうです!! Uは私が電話しなければならないと答えました！なぜあなたはスクリーンショットを求めたのですか！ !顧客: このページの目的は何ですか!あなたがサポートを提供できない場合！ !
お客様から、受信に問題があるとの苦情が寄せられています。エージェントは、お客様がより適切にサポートできるように、直接メッセージを送信するようお客様に依頼します。,顧客: 新しい iPhone 8 plus を使用し、まだ 1x を使用しているグリーン ベイ市のフル バー エージェント: ねえ、さらにサポートできるように DM を送ってくれませんか? -AL お客様: DM を送信しましたが応答がありません エージェント: ねえ、この問題はどのくらいの期間経験していますか?最寄りの交差点と郵便番号を教えてください。 - AL のお客様: お久しぶりです。また、エージェントに尋ねたようにダイレクト メッセージを送信しました。メッセージが遅れて申し訳ありません。問題を解決したいと考えています。 -AL お客様: この問題が数か月続いた後、iPhone 7 が故障しました。ボードが故障したためです。 お客様: iPhone 8 plus にアップグレードしましたが、まだ受信の問題が残っています。私たちにとても辛抱強く。これは私たちに関係しています。 AIRAVEはありますか？ -OA 顧客: いいえ、エージェント: 問題が発生している間に、トラブルシューティングの手順を実行したり、Sprint ストアにアクセスしたりしましたか? -OA 顧客: はい。また、先週新しい電話を取得する必要がありました。エージェント: より適切なサポートができるように、ダイレクト メッセージでメッセージを送ってください。 -OA 顧客: 私はすでに皆さんにメッセージを送ろうとしましたが、相手は応答を停止しました
お客様が Apple Watch に問題を抱えています。エージェントはお客様に Apple Watch のモデルを尋ね、この問題を解決するための URL を送信しました。最終的に問題は解決しました。,顧客: 前回の更新以降、Apple Watch で奇妙な問題が発生しています。助けてください! üò© エージェント: 喜んでお手伝いいたします。まず、Apple Watch で何が起きているか教えていただけますか?顧客: アップル製品を所有していない人々のテキストを見ることができません。みたいに、彼らが私にテキストメッセージを送信すると時計が表示されますが、メッセージアプリを開いてそれを読むことができません顧客: そして、Android を持っている友人をグループメッセージに追加すると、グループメッセージを開くことができません。 iPhone ユーザーの回答 顧客: クイック応答画面で確認できます (メッセージが表示されたらすぐにクリックします) が、メッセージに戻って読み直すことはできません エージェント: メッセージを確認できることがいかに重要であるかを理解しています。どのモデルの Apple Watch と watchOS を使用していますか?顧客: 時計 os 4.0 とシリーズ 1 38mm 顧客: 電話と時計を再同期したところ、友達の返信が表示されましたが、返信しようとすると、「送信中」とだけ表示され、失敗します エージェント: ありがとうございます。この記事の最後にある手順を実行してみましょう: これが役立つかどうかお知らせください。顧客: 今は問題なく動いているようです。ありがとうエージェント: それは私たちが聞きたいことです!いいえ、どいたしまして。他にご不明な点がございましたら、お問い合わせください。おやすみ！
顧客は、最新の Microsoft アップデートに時間がかかりすぎていると言っています。たとえば、4 時間から 57% しかアップデートされていません。エージェントは、お客様が使用している Windows のバージョンを尋ね、問題の解決に役立つリンクを共有します。,顧客: 4 時間経ちましたが、Microsoft の最新の更新プログラムは 57% に達しています。一日中かからないように、少しずつ更新を発行するのは本当に致命的ですか?... 私たちの中には、対処しなければならない仕事や生活があります。エージェント: なんてこった！これを整理しましょう、ナニ。どのバージョンの Windows を使用していますか?あなたの懸念について詳しく教えてください。顧客: Windows 10...最新の更新...昨夜の午後 10 時頃に開始...寝る必要があったため、午前 1 時にコンピューターをシャットダウン...今日の午前 8 時頃に再び起動...ようやく完了 (希望)今日の午後1時半。顧客: 更新にこれほど時間がかかるのはばかげているように思えますが、それは私の不満です。エージェント: ご回答ありがとうございます。更新プログラムのインストール速度は、コンピューターの処理能力、インターネット接続の速度、更新ファイルのサイズなど、さまざまな要因によって異なります。さらにサポートが必要な場合は、お知らせください。顧客: 私は応答に感謝し、完全に理解しています.私は真新しいコンピュータを持っており、インターネットはかなり高速です...私が知る限り、更新されたのは1つのファイルでした.... 5時間以上かかります。エージェント: こんにちは、ナニ。更新は終わりましたか？さらにサポートが必要かどうかを確認するだけです。顧客: 約 10 時間後、更新が完了しました...チェックインしていただきありがとうございます...現在の更新で今のところ問題はありません
顧客はクリスマス ケーキについて問い合わせています。エージェントは、バニラ ケーキ キットと無料のチョコレート クリスマス プディング キットを無料で入手できることをお客様に伝えました。,顧客: 無料のクリスマス ケーキ キットを作っていると聞きましたが、これはキダーミンスターで利用できますか? (イエスと答えてください!) エージェント: やあ、レイチェル、お知らせできます。 Ty - Darren 顧客: とてもわくわくします！どこで見つけられるか知っていますか？今週見たら見えなかった。エージェント: こんにちは、レイチェル、キットは 33 番通路の右側にあります。これがお役に立てば幸いです、リア。客：素晴らしい！ありがとう！私の幼児はパンを焼くのをとても楽しみにしています！顧客: 私は今 Tesco にいますが、スタッフはそれを見つけることができません :( エージェント: 申し訳ありませんが、レイチェル。店は他のクリスマス関連の商品の在庫を開始しましたか? ありがとう - ララ.無料のクリスマス ケーキ キットのスペースがありません :( Leah のツイートでは、在庫があるとのことでしたが、在庫がありませんでした。顧客: 特定のフリー フロム クリスマス ケーキ キットがあると聞きましたか? (伝統的なフルーツ ケーキ) エージェント: こんにちはレイチェル、フリー フロム バニラ ケーキ キットとフリー フロム チョコレート クリスマス プディング キットをご用意しています。ありがとう - イアン
