Tier,Config,Section,Stanza,Property,Default_Value,New_Value,Unit,Notes,Description,Info
Clustered Search Heads,server.conf,,[shclustering],election_timeout_2_hb_ratio,12,,integer,,"DO NOT Use this setting, we added here just as an FYI The ratio between the election timeout, set in election_timeout_ms, and the raft heartbeat period.
Raft heartbeat period = election_timeout_ms / election_timeout_2_hb_ratio A typical ratio between 5 - 20 is desirable. Default is 12 to keep the raft heartbeat period at 5s, i.e election_timeout_ms(60000ms) / 12
This ratio determines the number of heartbeat attempts that would fail before a member starts to timeout and tries to become the captain.",
Clustered Search Heads,server.conf,,[shclustering],election_timeout_ms,60000 ms,120000,ms,"Applies only to poor network connection like multi-site search head clusters or unstable network. Additionally, Jason Beyers has found that these settings are needed to properly bootstrap SHC members on Windows in AWS.. Note that election_timeout_ms should be increased if the raft timeouts are increased.","The amount of time, in milliseconds, that a member waits before trying to become the captain. Note that modifying this value can alter the heartbeat period (See election_timeout_2_hb_ratio for further details)
A very low value of election_timeout_ms can lead to unnecessary captain elections.","Applies only to poor network connection like multi-site search head clusters or unstable network. Additionally, Jason Beyers has found that these settings are needed to properly bootstrap SHC members on Windows in AWS.. Note that election_timeout_ms should be increased if the raft timeouts are increased."
Clustered Search Heads,server.conf,,[shclustering],enable_jobs_data_lite,false,true,boolean,from 100-whisper-shc,"This is for memory reduction on the captain for Search head clustering, leads to lower memory in captain while slaves send the artifacts status.csv as a string.",
Clustered Search Heads,server.conf,,[shclustering],executor_workers,10,36,integer,"100-whisper-searchhead sets it to 18, need to tune.  CALCULATE 3xnodes",Number of threads that can be used by the search head clustering threadpool.  A value of 0 is interpreted as 1.,This should auto-adjust itself by default. The number of parallel worker threads to execute the cluster jobs from the captain to its members
Clustered Search Heads,server.conf,,[shclustering],heartbeat_timeout,60,120,s,Applies only to poor network connection like multi-site search head clusters or unstable network.,"The amount of time, in seconds, that the captain considers a member down. After a member is down, the captain initiates fixup steps to replicate
artifacts from the dead member to its peers. This heartbeat exchanges data between the captain and members, which helps in maintaining the in-memory centralized state for all the cluster members.
Note that this heartbeat is different from the Raft heartbeat described in the 'election_timeout_2_hb_ratio' setting.",Applies only to poor network connection like multi-site search head clusters or unstable network.
Clustered Search Heads,server.conf,,[shclustering],rcv_timeout,60,120,s,Applies only to poor network connection like multi-site search head clusters or unstable network.,"Low-level timeout, in seconds, for receiving data between search head cluster members.",Applies only to poor network connection like multi-site search head clusters or unstable network.
Clustered Search Heads,server.conf,,[shclustering],rcv_timeout_raft,5,10,s,"Applies only to poor network connection like multi-site search head clusters or unstable network. Additionally, Jason Beyers has found that these settings are needed to properly bootstrap SHC members on Windows in AWS.. Note that election_timeout_ms should be increased if the raft timeouts are increased.","Low-level timeout, in seconds, for receiving data between search head
cluster members for the raft protocol.","Applies only to poor network connection like multi-site search head clusters or unstable network. Additionally, Jason Beyers has found that these settings are needed to properly bootstrap SHC members on Windows in AWS.. Note that election_timeout_ms should be increased if the raft timeouts are increased."
Clustered Search Heads,server.conf,,[shclustering],rep_cxn_timeout,5,10,s,,"Lowlevel timeout, in seconds, for establishing connection for replicating data.",
Clustered Search Heads,server.conf,,[shclustering],rep_max_rcv_timeout,180,360,s,,"Only valid for 'mode=peer'
Maximum cumulative receive timeout, in seconds, for receiving
 acknowledgment data from peers.
On 'rep_rcv_timeout' source peer determines if total
 receive timeout has exceeded 'rep_max_rcv_timeout'.
 If so, replication fails.
This setting is dynamically reloadable and does not require restart
 of cluster peer.
Default: 180 (3 minutes)",
Clustered Search Heads,server.conf,,[shclustering],rep_max_send_timeout,600,1200,s,,"Maximum send timeout, in seconds, for sending replication slice data
 between cluster members.
On 'rep_send_timeout' source peer determines if total send timeout has
 exceeded rep_max_send_timeout. If so, replication fails.
If cumulative rep_send_timeout exceeds 'rep_max_send_timeout', replication
 fails.
Default: 600 (10 minutes)",
Clustered Search Heads,server.conf,,[shclustering],rep_rcv_timeout,10,20,s,,"Only valid for 'mode=peer'
Lowlevel timeout, in seconds, for receiving acknowledgment data from peers.
This is a soft timeout. When this timeout is triggered on source peer,
 it tries to determine if target is still alive. If it is still alive,
 it reset the timeout for another 'rep_send_timeout' interval and continues.
If target has failed or cumulative timeout has exceeded
 'rep_max_rcv_timeout', replication fails.
Default: 10",
Clustered Search Heads,server.conf,,[shclustering],rep_send_timeout,5,10,s,,"Low-level timeout, in seconds, for sending replication slice data
 between cluster members.
This is a soft timeout. When this timeout is triggered on source peer,
 it tries to determine if target is still alive. If it is still alive,
 it reset the timeout for another rep_send_timeout interval and continues.
 If target has failed or cumulative timeout has exceeded
 rep_max_send_timeout, replication fails.
Default: 5",
Clustered Search Heads,server.conf,,[shclustering],replication_factor,3,2,integer,"review differences itsi vs main
Test settings before/after load test",Determines how many copies of search artifacts are created in the cluster. This must be set to the same value on all members.,3 search artifact copies per search is overkill on a 3-node cluster that uses highly available disk. Lowering the artifact replication factor will reduce search overhead and network traffic between SHC members.
Clustered Search Heads,server.conf,,[shclustering],restart_timeout,600,1200,s,,"This is the amount of time the captain waits for a member to come
 back when the instance is restarted (to avoid the overhead of
 trying to fixup the artifacts that were on the peer).",
Clustered Search Heads,server.conf,,[shclustering],scheduling_heuristic,scheduler_load_based,,,,This setting configures the job distribution heuristic on the captain. There are currently two supported strategies: 'round_robin' or 'scheduler_load_based'.,
Clustered Search Heads,server.conf,,[shclustering],send_timeout,60,120,s,Applies only to poor network connection like multi-site search head clusters or unstable network.,"Low-level timeout, in seconds, for sending data between search head cluster members.",Applies only to poor network connection like multi-site search head clusters or unstable network.
Clustered Search Heads,server.conf,,[shclustering],send_timeout_raft,5,10,s,"Applies only to poor network connection like multi-site search head clusters or unstable network. Additionally, Jason Beyers has found that these settings are needed to properly bootstrap SHC members on Windows in AWS.. Note that election_timeout_ms should be increased if the raft timeouts are increased.","Low-level timeout, in seconds, for sending data between search head
cluster members for the raft protocol.","Applies only to poor network connection like multi-site search head clusters or unstable network. Additionally, Jason Beyers has found that these settings are needed to properly bootstrap SHC members on Windows in AWS.. Note that election_timeout_ms should be increased if the raft timeouts are increased."
Clustered Search Heads,server.conf,,[sslConfig],sslServerHandshakeTimeout,60,120,s,,"The timeout, in seconds, for an SSL handshake to complete between an SSL client and the Splunk SSL server. If the SSL server does not receive a ""Client Hello"" from the SSL client within 'sslServerHandshakeTimeout' seconds, the server terminates the connection.",
Clustered Search Heads,server.conf,,[sslConfig],sslServerSessionTimeout,300,,integer,,"Timeout, in seconds, for newly created session. If set to ""0"", disables Server side session cache.",
Clustered Search Heads,server.conf,,[sslConfig],useClientSSLCompression,false,true,boolean,"from 100-whisper cloud has the value set to false i.e. the default, need to figure out why it needs to be true","Turns on HTTP client compression. Server-side compression is turned on by default. Setting this on the client-side enables compression between server and client. Enabling this potentially gives you much faster distributed searches across multiple Splunk instances Notes: If the connection is being made over https and useClientSSLCompression=true, then setting use HTTPClientCompression=true results in double compression work without much compression gain. It is recommended that this value be set to ""on-http"" (or to ""true"", and useClientSSLCompression to ""false"").","As perSPL-142431IN REVIEWSPL-141503RESOLVED, SSL compression can cause instability in distributed search"
Clustered Search Heads,ui-prefs.conf,,[default],dispatch.earliest_time,-24h,-5m@m,,,,
Clustered Search Heads,ui-prefs.conf,,[default],dispatch.latest_time,now,now,,,,
Clustered Search Heads,ui-prefs.conf,,[default],display.prefs.enableMetaData,true,false,boolean,,,
Clustered Search Heads,ui-prefs.conf,,[default],display.prefs.showDataSummary,true,false,boolean,,,
Clustered Search Heads,user-prefs.conf,user-prefs,[general_default],default_earliest_time,,-30m@m,,,,
Clustered Search Heads,web.conf,,[settings],dashboard_html_allow_embeddable_content,false,true,boolean,,Embed tags will appear as is in the dashboard source,
Clustered Search Heads,web.conf,,[settings],dashboard_html_allowed_domains,empty,"Hostname: docs.splunk.com, *.splunk.com",,,Embed tags will appear as is in the dashboard source,
Clustered Search Heads,web.conf,,[settings],dashboard_html_wrap_embed,true,false,boolean,,Embed tags will appear as is in the dashboard source,
Clustered Search Heads,web.conf,,[settings],dedicatedIoThreads,0,,integer,"from 100-whisper, set to number of member in the SHC","dedicatedIoThreads = <integer> The number of dedicated threads to use for HTTP input/output operations.  If set to zero, HTTP I/O is performed in the same thread that accepted the TCP connection.  If set set to a non-zero value, separate threads run to handle the HTTP I/O, including SSL encryption.  Typically this does not need to be changed. For most usage scenarios using the same the thread offers the best performance.  Default: 0",
Clustered Search Heads,web.conf,,[settings],enable_risky_command_check,true,false,boolean,,Whether or not checks for data-exfiltrating search commands are enabled,
Clustered Search Heads,web.conf,,[settings],server.thread_pool,50,60,integer,from cloud etc/system/local,"server.thread_pool = <integer>
Determines the minimum number of threads the appserver is allowed to maintain.
The default value of this setting provides acceptable performance for most use
 cases.
If you are experiencing issues with UI latency, you can increase the value
 based on need, to a maximum value of 200.
Values that exceed 200 can cause memory spikes.
Default: 50",
Clustered Search Heads,web.conf,,[settings],updateCheckerBaseURL,https://quickdraw.splunk.com/js/,0,,from 100-whisper,"Setting 'updateCheckerBaseURL' to 0 stops Splunk Web from pinging
 Splunk.com for new versions of Splunk software.",
Deployment Servers,inputs.conf,,[monitor://$SPLUNK_HOME/etc/deployment-apps/.../*.conf],,,disabled = 0\nindex = ia4s_summary\nsourcetype = stash_new\nwhitelist = (default-mode.conf|limits.conf|distsearch.conf|authentication.conf|serverclass.conf|authorize.conf|server.conf|web.conf|outputs.conf|indexes.conf|props.conf|inputs.conf|transforms.conf),,,# Enable this input on every Deployment Server instance,
Every Splunk Instance,inputs.conf,,[monitor://$SPLUNK_HOME/etc/apps/.../*.conf],,,disabled = 0\nindex = ia4s_summary\nsourcetype = stash_new\nwhitelist = (default-mode.conf|limits.conf|distsearch.conf|authentication.conf|serverclass.conf|authorize.conf|server.conf|web.conf|outputs.conf|indexes.conf|props.conf|inputs.conf|transforms.conf)\nblacklist = (default.old|SplunkForwarder/default|SplunkLightForwarder/default|Splunk_ML_Toolkit/default|Splunk_SA_CIM/default|Splunk_SA_Scientific_Python_linux_x86_64/default|alert_logevent/default|alert_webhook/default|appsbrowser/default|introspection_generator_addon/default|journald_input/default|launcher/default|learned/default|legacy/default|lookup_editor/default|python_upgrade_readiness_app/default|sample_app/default|search/default|splunk-dashboard-studio/default|splunk_archiver/default|splunk_essentials_8_2/default|splunk_gdi/default|splunk_httpinput/default|splunk_instrumentation/default|splunk_internal_metrics/default|splunk_metrics_workspace/default|splunk_monitoring_console/default|splunk_rapid_diag/default|splunk_secure_gateway/default|user-prefs),,,"Enable this input on every full instance of Splunk, including Indexers & Search Heads",
Every Splunk Instance,inputs.conf,,[monitor://$SPLUNK_HOME/etc/system/local/*.conf],,,disabled = 0\nindex = ia4s_summary\nsourcetype = stash_new\nwhitelist = (default-mode.conf|limits.conf|distsearch.conf|authentication.conf|serverclass.conf|authorize.conf|server.conf|web.conf|outputs.conf|indexes.conf|props.conf|inputs.conf|transforms.conf),,,"Enable this input on every full instance of Splunk, including Indexers & Search Heads",
Heavy Forwarders,default-mode.conf,,[pipeline:scheduler],disabled,false,true,boolean,,"Whether or not the Splunk platform loads the specified pipeline.
If set to true on a specific pipeline, the pipeline will not be loaded in the system.",
Heavy Forwarders,distsearch.conf,,[replicationSettings],replicationThreads,auto,10,,Makes sense > 10 indexers but < shouldn't hurt - *CLOUD bundle replication hosted on S3 buckets,"The maximum number of threads to use when performing bundle replication
 to peers. If set to ""auto"", the peer auto-tunes the number of threads it uses for
 bundle replication. If the peer has 3 or fewer CPUs, it allocates 2 threads. If the peer has 4-7 CPUs, it allocates up to '# of CPUs - 2' threads. If the peer has 8-15 CPUs, it allocates up to '# of CPUs - 3' threads. If the peer has 16 or more CPUs, it allocates up to '# of CPUs - 4' threads. This setting is applicable only when replicationPolicy is set to 'classic'. Maximum accepted value for this setting is 16.",Makes sense > 10 indexers but < shouldn't hurt - *CLOUD bundle replication hosted on S3 buckets
Heavy Forwarders,distsearch.conf,,[replicationSettings],sendRcvTimeout,60,180,s,"*CLOUD bundle replication hosted on S3 buckets
Benefits / Reason: In the course of support cases on Splunk Cloud with ITSI for large customers such as Progressive and Roche we found that connectivity between peers and search heads negatively impacted correctness of application results.",The maximum number of seconds to wait for the sending of a full replication to a peer.,"*CLOUD bundle replication hosted on S3 buckets
Benefits / Reason: In the course of support cases on Splunk Cloud with ITSI for large customers such as Progressive and Roche we found that connectivity between peers and search heads negatively impacted correctness of application results."
Heavy Forwarders,inputs.conf,,[monitor://$SPLUNK_HOME/var/run/serverclass.xml],,,disabled = 0\nindex = ia4s_summary\nsourcetype = stash_new,,,"# Enable this input on every full instance of Splunk managed by DS, every HF & every UF to track any Deployment Server Activities",
Heavy Forwarders,limits.conf,,[system_checks],installed_files_integrity,enabled,log_only,,,"installed_files_integrity = enabled | log_only | disabled
Enables/disables automatic verification on every startup that all the
 files that were installed with the running Splunk version are still the
 files that should be present.
 Effectively this finds cases where files were removed or changed that
 should not be removed or changed, whether by accident or intent.
 The source of truth for the files that should be present is the manifest
 file in the $SPLUNK_HOME directory that comes with the release, so if
 this file is removed or altered, the check cannot work correctly.
 Reading of all the files provided with the install has some I/O cost,
 though it is paid out over many seconds and should not be severe.
When ""enabled"", detected problems will cause a message to be posted to
 the bulletin board (system UI status message).
When ""enabled"" or ""log_only"", detected problems will cause details to be
 written out to the splunkd.log file.
When ""disabled"", no check will be attempted or reported.
Default: enabled",
Heavy Forwarders,props.conf,,[splunk_python],TRUNCATE,10000,50000,integer,None,"TRUNCATE = <non-negative integer>
The default maximum line length, in bytes.
Although this is in bytes, line length is rounded down when this would
 otherwise land mid-character for multi-byte characters.
Set to 0 if you never want truncation (very long lines are, however, often
 a sign of garbage data).
Default: 10000",None
Heavy Forwarders,props.conf,,[splunkd_audit],TRUNCATE,10000,50000,integer,,"TRUNCATE = <non-negative integer>
The default maximum line length, in bytes.
Although this is in bytes, line length is rounded down when this would
 otherwise land mid-character for multi-byte characters.
Set to 0 if you never want truncation (very long lines are, however, often
 a sign of garbage data).
Default: 10000",
Heavy Forwarders,props.conf,,[splunkd_ui_access],TRUNCATE,10000,20000,integer,None,"TRUNCATE = <non-negative integer>
The default maximum line length, in bytes.
Although this is in bytes, line length is rounded down when this would
 otherwise land mid-character for multi-byte characters.
Set to 0 if you never want truncation (very long lines are, however, often
 a sign of garbage data).
Default: 10000",None
Heavy Forwarders,server.conf,,[general],parallelIngestionPipelines,1,2,integer,We might want to start leveraging parallel ingestion pipelines in order to mitigate indexing congestion. Notable benefits: Helps absorb indexing peaks Adding a second pipeline allows for indexing to not be fully blocked if a pdata channel clogs one of two existing pipelin,"The number of discrete data ingestion pipeline sets to create for this instance.
A pipeline set handles the processing of data, from receiving streams of events through event processing and writing the events to disk.
An indexer that operates multiple pipeline sets can achieve improved performance with data parsing and disk writing, at the cost of additional
 CPU cores.
For most installations, the default setting of ""1"" is optimal.
Use caution when changing this setting. Increasing the CPU usage for data ingestion reduces available CPU cores for other tasks like searching.
NOTE: Enabling multiple ingestion pipelines can change the behavior of some settings in other configuration files. Each ingestion pipeline enforces the limits of the following settings independently:
 1. maxKBps (in the limits.conf file)
 2. max_fd (in the limits.conf file)
 3. maxHotBuckets (in the indexes.conf file)
 4. maxHotSpanSecs (in the indexes.conf file)",We might want to start leveraging parallel ingestion pipelines in order to mitigate indexing congestion. Notable benefits: Helps absorb indexing peaks Adding a second pipeline allows for indexing to not be fully blocked if a pdata channel clogs one of two existing pipelin
Heavy Forwarders,server.conf,,[httpServer],busyKeepAliveIdleTimeout,12,180,integer,Benefits / Reason: In the course of support cases on Splunk Cloud with ITSI for large customers such as Progressive and Roche we found that connectivity between peers and search heads negatively impacted correctness of application results.,"How long, in seconds, that the Splunkd HTTP server allows a keep-alive connection to remain idle while in a busy state before forcibly disconnecting it.  Use caution when configuring this setting as a value that is too large can result in file descriptor exhaustion due to idling connections.  If this number is less than 12, it is set to 12.",Benefits / Reason: In the course of support cases on Splunk Cloud with ITSI for large customers such as Progressive and Roche we found that connectivity between peers and search heads negatively impacted correctness of application results.
Heavy Forwarders,server.conf,,[license],connection_timeout,30,120,s,,"connection_timeout = <integer>
 Maximum time, in seconds, to wait before sending data to manager times out
 This timeout applies only if 'manager_uri' is set.
 Default: 30",
Heavy Forwarders,server.conf,,[license],receive_timeout,30,120,s,,"receive_timeout = <integer>
 Maximum time, in seconds, to wait before receiving data from manager times out
 This timeout applies only if 'manager_uri' is set.
 Default: 30",
Heavy Forwarders,server.conf,,[license],report_interval,1m,1h,integer,"Today 1h has been used, so we will keep it to 1h","report_interval = <nonnegative integer>[s|m|h]
Selects a time period for reporting in license usage to the license manager.
This value is intended for very large deployments (hundreds of indexers) where a large number of indexers may overwhelm the license server.
The maximum permitted interval is 1 hour.
The minimum permitted interval is 1 minute.
Can be expressed as a positive number of seconds, minutes or hours.
If no time unit is provided, seconds is assumed.",
Heavy Forwarders,server.conf,,[license],send_timeout,30,120,s,,"send_timeout = <integer>
 Maximum time, in seconds, to wait before sending data to manager times out
 This timeout applies only if 'manager_uri' is set.
 Default: 30",
Heavy Forwarders,server.conf,,[license],squash_threshold,2000,1000,integer,,"squash_threshold = <positive integer>
Advanced setting. Periodically the indexer must report to license manager
 the data indexed broken down by source, sourcetype, host, and index. If
 the number of distinct (source, sourcetype, host, index) tuples grows over
 the 'squash_threshold', the (host, source) values are squashed and only a
 breakdown by (sourcetype, index) is reported. This is to prevent explosions in
 memory + license_usage.log lines.
Set this only after consulting a Splunk Support engineer.
This needs to be set on license slaves as well as license manager.
Default: 2000",
Heavy Forwarders,server.conf,,[queue=aggQueue],maxSize,500KB,10MB,,"The default size of ingestion queues is pretty ridiculously low. When an indexing peak occurs, it takes very little for the queues to fill up and for the indexers to make forwarders back off. It might be good to mitigate short-lived indexing peaks by cushioning them with larger queues and preventing forwarder back-off. See SPL-109320 UNTRIAGED CO-37466","maxSize = [<integer>|<integer>[KB|MB|GB]]
Specifies default capacity of a queue.
If specified as a lone integer (for example, maxSize=1000), maxSize
 indicates the maximum number of events allowed in the queue.
If specified as an integer followed by KB, MB, or GB (for example,
 maxSize=100MB), it indicates the maximum RAM allocated for queue.
Default: 500KB","The default size of ingestion queues is pretty ridiculously low. When an indexing peak occurs, it takes very little for the queues to fill up and for the indexers to make forwarders back off. It might be good to mitigate short-lived indexing peaks by cushioning them with larger queues and preventing forwarder back-off. See SPL-109320 UNTRIAGED CO-37466"
Heavy Forwarders,server.conf,,[queue=indexQueue],maxSize,500KB,10MB,,"The default size of ingestion queues is pretty ridiculously low. When an indexing peak occurs, it takes very little for the queues to fill up and for the indexers to make forwarders back off. It might be good to mitigate short-lived indexing peaks by cushioning them with larger queues and preventing forwarder back-off. See SPL-109320 UNTRIAGED CO-37466","maxSize = [<integer>|<integer>[KB|MB|GB]]
Specifies default capacity of a queue.
If specified as a lone integer (for example, maxSize=1000), maxSize
 indicates the maximum number of events allowed in the queue.
If specified as an integer followed by KB, MB, or GB (for example,
 maxSize=100MB), it indicates the maximum RAM allocated for queue.
Default: 500KB","The default size of ingestion queues is pretty ridiculously low. When an indexing peak occurs, it takes very little for the queues to fill up and for the indexers to make forwarders back off. It might be good to mitigate short-lived indexing peaks by cushioning them with larger queues and preventing forwarder back-off. See SPL-109320 UNTRIAGED CO-37466"
Heavy Forwarders,server.conf,,[queue=parsingQueue],maxSize,500KB,10MB,,"The default size of ingestion queues is pretty ridiculously low. When an indexing peak occurs, it takes very little for the queues to fill up and for the indexers to make forwarders back off. It might be good to mitigate short-lived indexing peaks by cushioning them with larger queues and preventing forwarder back-off. See SPL-109320 UNTRIAGED CO-37466","maxSize = [<integer>|<integer>[KB|MB|GB]]
Specifies default capacity of a queue.
If specified as a lone integer (for example, maxSize=1000), maxSize
 indicates the maximum number of events allowed in the queue.
If specified as an integer followed by KB, MB, or GB (for example,
 maxSize=100MB), it indicates the maximum RAM allocated for queue.
Default: 500KB","The default size of ingestion queues is pretty ridiculously low. When an indexing peak occurs, it takes very little for the queues to fill up and for the indexers to make forwarders back off. It might be good to mitigate short-lived indexing peaks by cushioning them with larger queues and preventing forwarder back-off. See SPL-109320 UNTRIAGED CO-37466"
Heavy Forwarders,server.conf,,[queue=typingQueue],maxSize,500KB,10MB,,"The default size of ingestion queues is pretty ridiculously low. When an indexing peak occurs, it takes very little for the queues to fill up and for the indexers to make forwarders back off. It might be good to mitigate short-lived indexing peaks by cushioning them with larger queues and preventing forwarder back-off. See SPL-109320 UNTRIAGED CO-37466","maxSize = [<integer>|<integer>[KB|MB|GB]]
Specifies default capacity of a queue.
If specified as a lone integer (for example, maxSize=1000), maxSize
 indicates the maximum number of events allowed in the queue.
If specified as an integer followed by KB, MB, or GB (for example,
 maxSize=100MB), it indicates the maximum RAM allocated for queue.
Default: 500KB","The default size of ingestion queues is pretty ridiculously low. When an indexing peak occurs, it takes very little for the queues to fill up and for the indexers to make forwarders back off. It might be good to mitigate short-lived indexing peaks by cushioning them with larger queues and preventing forwarder back-off. See SPL-109320 UNTRIAGED CO-37466"
Heavy Forwarders,server.conf,,[sslConfig],useClientSSLCompression,false,false,boolean,"As perSPL-142431IN REVIEWSPL-141503RESOLVED, SSL compression can cause instability in distributed search","useClientSSLCompression = <boolean>
Turns on HTTP client compression.
Server-side compression is turned on by default. Setting this on the
 client-side enables compression between server and client.
Enabling this potentially gives you much faster distributed searches
 across multiple Splunk instances.
CAUTION: There are known performance issues due to SSL compression.
 Confirm that 'conf_deploy_precompress_bundles',
 'precompress_cluster_bundle', 'precompress_artifacts',
 'preCompressKnowledgeBundlesClassicMode', 'preCompressKnowledgeBundlesCascadeMode',
 and 'useHTTPClientCompression' are set to ""false"" before setting
 'useClientSSLCompression' to ""true"" to avoid double compression.
Default: false","As perSPL-142431IN REVIEWSPL-141503RESOLVED, SSL compression can cause instability in distributed search"
License Managers,server.conf,,[license],connection_timeout (peer),30,,s,,"Maximum time, in seconds, to wait before sending data to manager times out
 This timeout applies only if 'manager_uri' is set.
 Default: 30",
License Managers,server.conf,,[license],receive_timeout (lm),30,,s,,"Maximum time, in seconds, to wait before receiving data from manager times out
 This timeout applies only if 'manager_uri' is set.
 Default: 30",
License Managers,server.conf,,[license],send_timeout (peer),30,,s,,"Maximum time, in seconds, to wait before sending data to manager times out
 This timeout applies only if 'manager_uri' is set.
 Default: 30",
License Managers,server.conf,,[license],squash_threshold (peer),2000,,integer,,"Advanced setting. Periodically the indexer must report to license manager
 the data indexed broken down by source, sourcetype, host, and index. If
 the number of distinct (source, sourcetype, host, index) tuples grows over
 the 'squash_threshold', the (host, source) values are squashed and only a
 breakdown by (sourcetype, index) is reported. This is to prevent explosions in
 memory + license_usage.log lines.
Set this only after consulting a Splunk Support engineer.
This needs to be set on license slaves as well as license
 manager.
Default: 2000",
Search Head Cluster Deployers,inputs.conf,,[monitor://$SPLUNK_HOME/etc/shcluster/apps/.../*.conf],,,disabled = 0\nindex = ia4s_summary\nsourcetype = stash_new\nwhitelist = (default-mode.conf|limits.conf|distsearch.conf|authentication.conf|serverclass.conf|authorize.conf|server.conf|web.conf|outputs.conf|indexes.conf|props.conf|inputs.conf|transforms.conf),,,# Enable this input on every Search Head Cluster Deployer instance,
Universal Forwarders Heavy Data,limits.conf,,[thruput],maxKBps,0,0,integer,,"The maximum speed, in kilobytes per second, that incoming data is   processed through the thruput processor in the ingestion pipeline. * To control the CPU load while indexing, use this setting to throttle   the number of events this indexer processes to the rate (in   kilobytes per second) that you specify. * NOTE:   * There is no guarantee that the thruput processor     will always process less than the number of kilobytes per     second that you specify with this setting. The status of     earlier processing queues in the pipeline can cause     temporary bursts of network activity that exceed what     is configured in the setting.   * The setting does not limit the amount of data that is     written to the network from the tcpoutput processor, such     as what happens when a universal forwarder sends data to     an indexer.   * The thruput processor applies the 'maxKBps' setting for each     ingestion pipeline. If you configure multiple ingestion     pipelines, the processor multiplies the 'maxKBps' value     by the number of ingestion pipelines that you have     configured.   * For more information about multiple ingestion pipelines, see     the 'parallelIngestionPipelines' setting in the     server.conf.spec file. * Default (Splunk Enterprise): 0 (unlimited) * Default (Splunk Universal Forwarder): 256",
Universal Forwarders Heavy Data,outputs.conf,,[tcpout],autoLBVolume,0,2097152,integer,,"* The volume of data, in bytes, to send to an indexer before a new indexer   is randomly selected from the list of indexers provided in the server   setting of the target group stanza. * This setting is closely related to the 'autoLBFrequency' setting.   The forwarder first uses 'autoLBVolume' to determine if it needs to   switch to another indexer. If the 'autoLBVolume' is not reached,   but the 'autoLBFrequency' is, the forwarder switches to another   indexer as the forwarding target. * A non-zero value means that volume-based forwarding is active. * 0 means the volume-based forwarding is not active. * Default: 0",
Universal Forwarders Heavy Data,props.conf,,[<SOURCE TYPE>],EVENT_BREAKER,,\r\n,"""([\r\n]+)""",,"A regular expression that specifies the event boundary for a   universal forwarder to use to determine when it can send events   to an indexer. * The regular expression must contain a capturing group   (a pair of parentheses that defines an identified sub-component   of the match.) * When the UF finds a match, it considers the first capturing group   to be the end of the previous event, and the end of the capturing group   to be the beginning of the next event. * At this point, the forwarder can then change the receiving indexer   based on these event boundaries. * This setting is only active if you set 'EVENT_BREAKER_ENABLE' to   ""true"", only works on universal forwarders, and   works best with multiline events. * Default: ""([\r\n]+)""",
Universal Forwarders Heavy Data,props.conf,,[<SOURCE TYPE>],EVENT_BREAKER_ENABLE,False,True,boolean,," Whether or not a universal forwarder (UF) uses the 'ChunkedLBProcessor'   data processor to improve distribution of events to receiving   indexers for a given source type. * When set to true, a UF splits incoming data with a   light-weight chunked line breaking processor ('ChunkedLBProcessor')   so that data is distributed fairly evenly amongst multiple indexers. * When set to false, a UF uses standard load-balancing methods to   send events to indexers. * Use this setting on a UF to indicate that data   should be split on event boundaries across indexers, especially   for large files. * This setting is only valid on universal forwarder instances. * Default: false",
Universal Forwarders Heavy Data,server.conf,,[general],parallelIngestionPipelines,1,2,integer,We might want to start leveraging parallel ingestion pipelines in order to mitigate indexing congestion. Notable benefits: Helps absorb indexing peaks Adding a second pipeline allows for indexing to not be fully blocked if a pdata channel clogs one of two existing pipelin,"The number of discrete data ingestion pipeline sets to create for this instance.
A pipeline set handles the processing of data, from receiving streams of events through event processing and writing the events to disk.
An indexer that operates multiple pipeline sets can achieve improved performance with data parsing and disk writing, at the cost of additional
 CPU cores.
For most installations, the default setting of ""1"" is optimal.
Use caution when changing this setting. Increasing the CPU usage for data ingestion reduces available CPU cores for other tasks like searching.
NOTE: Enabling multiple ingestion pipelines can change the behavior of some settings in other configuration files. Each ingestion pipeline enforces the limits of the following settings independently:
 1. maxKBps (in the limits.conf file)
 2. max_fd (in the limits.conf file)
 3. maxHotBuckets (in the indexes.conf file)
 4. maxHotSpanSecs (in the indexes.conf file)",We might want to start leveraging parallel ingestion pipelines in order to mitigate indexing congestion. Notable benefits: Helps absorb indexing peaks Adding a second pipeline allows for indexing to not be fully blocked if a pdata channel clogs one of two existing pipelin
Workload Management,workload_pools.conf,,[general],default_pool,,standard_perf,string,,"Specifies the default workload pool to be used at runtime for search workloads. * This setting is maintained for backward compatibility with previous releases.   Its value is set but is not used in the current release. This value matches the   default_pool value of [workload_category:search]. * This setting is only applicable when workload management has been enabled in   the system. If workload management has been enabled, this is a mandatory setting.",
Workload Management,workload_pools.conf,,[general],enabled,false,TRUE,boolean,,Specifies whether workload management has been enabled on the system or not. * This setting only applies to the default stanza as a global setting.,
Workload Management,workload_pools.conf,,[general],ingest_pool,,ingest_pool,string,,"* Specifies the workload pool for splunkd and helper processes that control   data ingestion and related actions in the Splunk deployment. * This setting is maintained for backward compatibility with previous releases.   Its value is set but is not used in the current release. This value matches the   default_pool value of [workload_category:ingest]. * This setting is only applicable when workload management has been enabled in   the system. If workload management has been enabled, this is a mandatory setting.",
